"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","13981","Cv form is correctly displayed","","Thu Jun 18 16:16:57 GMT 2026","passed","Thu Jun 18 16:17:11 GMT 2026","","Cv Generator","Cv form is correctly displayed",""
