"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","18426","Cv form is correctly displayed","","Mon Jun 22 10:32:16 UTC 2026","passed","Mon Jun 22 10:32:34 UTC 2026","","Cv Generator","Cv form is correctly displayed",""
