"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","18774","Cv form is correctly displayed","","Mon Jun 22 11:29:55 UTC 2026","passed","Mon Jun 22 11:30:14 UTC 2026","","Cv Generator","Cv form is correctly displayed",""
