"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","19486","Cv form is correctly displayed","","Mon Jun 22 09:46:31 UTC 2026","passed","Mon Jun 22 09:46:50 UTC 2026","","Cv Generator","Cv form is correctly displayed",""
