"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","7038","Cv form is correctly displayed","","Mon Jun 22 10:27:57 UTC 2026","broken","Mon Jun 22 10:28:04 UTC 2026","","Cv Generator","Cv form is correctly displayed",""
