"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","17908","Cv form is correctly displayed","","Mon Jun 22 10:22:02 UTC 2026","passed","Mon Jun 22 10:22:20 UTC 2026","","Cv Generator","Cv form is correctly displayed",""
