"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","18185","Cv form is correctly displayed","","Mon Jun 22 07:34:34 UTC 2026","passed","Mon Jun 22 07:34:52 UTC 2026","","Cv Generator","Cv form is correctly displayed",""
